"","species","vir_pos","massmale_kg","massfemale_kg","habitat_forest","habitat_savanna","habitat_shrubland","habitat_grassland","habitat_wetlands","habitat_rocky.areas","habitat_desert","threat_critical","threat_data_deficient","threat_endangered","threat_least_concern","threat_not_evaluated","threat_near_threatened","threat_vulnerable","population_decreasing","ppoulation_increasing","population_stable","locomotion_arboreal","locomotion_both","locomotion_terrestrial","folivore","folivore_frugivore","frugivore","gummivore","insectivore","omnivore","adult_mass_g","brain_mass_g","adult_body_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","det_inv","det_vend","det_vect","det_vunk","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","habitat_breadth_n","aotidae","atelidae","callitrichidae","cebidae","cercopithecidae","cheirogaleidae","daubentoniidae","galagidae","hominidae","hylobatidae","indriidae","lemuridae","lepilemuridae","lorisidae","pitheciidae","tarsiidae","afrotropical","australasian","indomalayan","neotropical","palearctic","realm_multiple","foraging_stratum_arboreal","foraging_stratum_ground","foraging_stratum_scansorial","activity_cycle_diurnal","activity_cycle_multiple","activity_cycle_nocturnal","body_size_ratio","rel_age_fb_days","rel_sexual_maturity_days","postnatal_growth_rate","mass_specific_production","home_range_scaled_km2_g","wos_hits","hfp_avg","species_avg","max_popdens","min_popdens","mean_popdens","mean_temp","max_temp","min_temp","range_temp","mean_prec","max_prec","min_prec","range_prec","ymin","ymax","range_lat","centroid","ecor_n"
"31","Ateles belzebuth",0,2.11142458753289,2.06432790386979,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.80873082164357,4.77452469955762,547.15,13505,1643.5,1461,1826,1826,140.919,1,0.3,1094.251,NA,647.559,NA,5475,1.10393145014571,2.52708772034589,0.824175442966349,2.67414864942653,10,0,0,10,60,0,10,10,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.0009322050718,-2.10623187312244,NA,NA,-7.98455537867722,4.66343909411207,-0.05211141445076,177.541955974646,6.32115660442902,0,1.56400104628467,253.505701754386,358,47,118.114035087719,2637.02631578947,6.53233429222235,2.77258872223978,225.808771929825,-7.87159704722222,6.665237225,14.5368342722222,-0.603179911111111,3.13549421592915
"32","Ateles chamek",0,2.24177295359729,2.23323501485925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.89487043491339,4.64351551610542,517.63,16790,1571.941,1590.881,1553,1795.342,204.461,1,0.5,1071.446,6.13485035014387,795.901,8.24012129807647,5475,1.15120473878728,2.83462411315923,0.148420005118273,NA,10,0,0,10,60,0,10,10,1,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,15.8001602876514,-2.23558793804969,-2.36847230959339,2.1052709479326,0.0316452485859131,-8.74645042979512,3.8286413964891,0.389353672694224,169.377287761653,6.35306856159793,0,0.996230214070207,255.081836914925,358,48,146.233294083014,2156.02796585222,6.6631326959908,0,255.468207241684,-17.486761025,-1.93900515833333,15.5477558666667,-9.71288309166667,2.94443897916644
"33","Ateles fusciceps",0,2.18492704952581,2.21484617868604,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.89116763243303,4.72017603549718,489.15,17520,1799.68,1812.34,1826,1773.9,227,1,0.5,925.366,6.05426327443161,598.516,7.60090245954208,5475,1.14898849599318,NA,NA,NA,10,0,0,10,60,0,10,10,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17.0628631801373,-2.29016257299549,-2.27573421418825,1.54663918511048,0.0293034055727554,NA,3.63758615972639,2.31622466694985,150.806540163407,7.75215395614209,0.844064040946288,3.92897738529846,241.200787401575,351,85,103.198818897638,3625.80118110236,6.88755257166462,1.09861228866811,299.267716535433,-1.39336543611111,9.94899628055556,11.3423617166667,4.27781542222222,2.63905732961526
"34","Ateles geoffroyi",0,2.00821403239147,2.03339760317843,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.89116763243303,4.66943992100591,534.035,17520,2104.57,1964.785,1826,2080.5,229.185,1,0.32,1008.384,6.05443934626937,818.675,7.60090245954208,5475,1.14898849599318,3.42188197285499,-0.3147107448397,3.73766961828337,10,0,0,10,60,0,10,10,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17.0598591549296,-2.13073483606739,-2.11923191477543,1.54646311327271,0.0187574819401445,-9.20587837727273,6.16541785423142,2.34941751824312,117.612854262607,7.86196526524984,0.177119030631692,4.46980149373957,237.569221967963,367,-6,158.026887871854,1928.5909610984,6.75925527066369,0,288.649313501144,6.84579436944444,24.4878146972222,17.6420203277778,15.6668045333333,3.63758615972639
"35","Ateles hybridus",0,2.11021320034659,2.19722457733622,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,8.80873082164357,4.66094542145551,547.15,13505,1643.5,1461,1826,1601.919,140.919,1,0.3,1094.251,NA,630.299,NA,5475,1.10393145014571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.13185770167446,-2.10623187312244,NA,NA,NA,3.36729582998647,2.17910031978266,164.400629545513,6.47919813672064,2.34839226049408,4.06062261533553,243.131195335277,359,37,122.166180758017,2276.30320699708,6.53233429222235,2.30258509299405,281.536443148688,5.39836099722222,11.1365067305556,5.73814573333333,8.26743386388889,2.63905732961526
"36","Ateles marginatus",1,2.34180580614733,1.75785791755237,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.73701603527936,4.57156169481426,460.27,16060,1643.5,1461,1826,1601.919,140.919,1,0.3,1094.251,NA,612.396,NA,5475,1.06436584993952,NA,NA,NA,10,0,0,10,60,0,10,10,1,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.30512942294849,-2.27950359439648,NA,NA,NA,2.19722457733622,-0.128176366249578,139.347282752121,5.82759609974007,0,0.615079702423344,254.710816777042,362,132,165.366445916115,2149.24944812362,6.13122648948314,0,326.902133922001,-12.2446514027778,-1.37848435277778,10.86616705,-6.81156787777778,1.94591014905531
"37","Ateles paniscus",0,2.13888900032326,2.08815348228186,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,8.97303450684947,4.64161782695914,605.48,16790,2104.57,1665.762,1280,1825,228.18,1,0.5,1071.356,6.13485035014387,795.901,8.24012129807647,5475,1.19422545287106,1.91161443103633,0.307484699747961,2.99573227355399,10,0,0,10,60,0,10,10,1,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17.0847141897892,-2.21920348405499,-2.07667230035664,2.1052709479326,0.0292659270998415,-8.66554980710151,4.60517018598809,-0.0346678348004387,176.373839252631,7.50176865207731,0,1.08626020218792,262.685393258427,345,188,114.355537720706,2250.93539325843,6.37161184723186,2.89037175789616,300.147672552167,-3.263421575,6.88349311388889,10.1469146888889,1.81003576944444,2.39789527279837
"38","Avahi betsileo",0,-0.22314355131421,0.048790164169432,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.90775527898214,2.55614145071645,369.08,8973.137,NA,781.515,NA,920.339,140.288,1.051,1.055,369.44,NA,151.108,NA,3079.558,0.0582689081239758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.27724853477529,NA,NA,NA,NA,0,1.81965352267674,57.445384979248,4.03577614025419,3.98202241974141,4.00014559963113,181.5,272,79,171,1831.5,5.94017125272043,3.76120011569356,297,-20.6316299694444,-20.0502756472222,0.581354322222218,-20.3409528083333,0
"39","Avahi cleesei",0,0,0.0563803334361077,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8.61250337122056,3.5215844313366,578.357,9166.915,NA,1123.804,NA,1276.965,156.846,1.061,0.956,472.678,NA,193.113,NA,3470.926,0.995841010632164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,-1.97111463785923,NA,NA,NA,NA,0.693147180559945,1.32741757746586,36.0178604125977,2.67231703646057,2.73912668082919,2.67231703646057,256,341,145,196,1218,5.8111409929767,1.09861228866811,332,-19.2298319194444,-18.7466927472222,0.48313917222222,-18.9882623333333,0
"40","Avahi laniger",0,0.0295588022415444,0.27763173659828,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,6.9970062295869,2.35042242240821,362.5,9144.442,873.924,873.924,NA,941.7,136.556,1.005,1,364.75,3.49559805708364,155.687,NA,3041.404,0.107059072293408,4.01848890991856,-4.60517018598809,0.693147180559945,0,0,0,0,20,0,0,80,2,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,33.1621170761298,-2.27321478949819,-2.34790812666134,NA,0.0303056646743281,-11.602176415575,3.52636052461616,1.92664794036295,55.0078613056856,4.78426158637113,2.66985111658409,3.74568312826474,209.705882352941,309,72,155.198529411765,1897.30147058824,6.21060007702465,2.63905732961526,282.75,-19.8538453472222,-13.8418876805556,6.01195766666667,-16.8478665138889,1.09861228866811
"41","Avahi meridionalis",0,0.0953101798043249,0.182321556793955,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.0475172213573,2.5378153054434,374.605,8863.219,NA,802.47,NA,928.183,140.831,1.039,1.034,367.447,NA,151.646,NA,3109.459,0.135404637006203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.25643638427841,NA,NA,NA,NA,2.30258509299405,1.8461807873044,50.5849044799805,4.08447379643068,3.13397099220372,3.71715410135651,206.6,294,98,172.6,1289.4,5.59098698051086,3.55534806148941,166.2,-25.0661928027778,-24.4282903638889,0.637902438888887,-24.7472415833333,0.693147180559945
"42","Avahi mooreorum",0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.82437367004309,2.55264317684914,365.831,9008.937,NA,768.535,NA,908.582,139.526,1.056,1.055,369.394,NA,149.386,NA,3080.014,0.0563803334361077,4.79752457848242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.2940872211887,NA,NA,NA,NA,0.693147180559945,1.78331053980634,47.6910260518392,4.05070450646902,2.90055740144392,3.42482512251016,221.857142857143,297,139,133.428571428571,2429.85714285714,5.89164421182577,4.24849524204936,255.428571428571,-15.9053979027778,-15.2030107694444,0.702387133333335,-15.5542043361111,0
"43","Avahi occidentalis",0,-0.205794912979597,-0.25231492861449,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.99602253369377,2.53615410979184,362.5,9022.571,873.924,873.924,NA,1010.48,136.556,1.01,1,364.75,3.49559805708364,155.687,NA,3075.549,0.107059072293408,4.20469261939097,-4.60517018598809,1.09861228866811,0,0,0,0,0,0,0,100,1,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,33.1295116772824,-2.18930386123611,-2.33449119034897,NA,0.0304864137400666,-11.6011927196819,3.61091791264422,1.94272368827724,32.1534010569255,4.19360750011164,3.90045465562518,3.99768692713901,263.666666666667,351,159,189.666666666667,1524.66666666667,6.11809719804135,0.693147180559945,451.666666666667,-16.4034181583333,-15.3329722305556,1.07044592777778,-15.8681951944444,0
"44","Avahi peyrierasi",0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,6.90775527898214,2.55970485986319,368.856,9125.61,NA,790.495,NA,937.223,142.024,1.045,1.044,370.994,NA,153.287,NA,3100.079,0.0582689081239758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.27591877801242,NA,NA,NA,NA,1.38629436111989,1.86340430527259,59.5572926447942,4.85169129446577,3.43795522047531,4.23532430551566,192.846153846154,294,76,167.230769230769,1594.92307692308,5.95842469302978,3.17805383034795,282.384615384615,-22.5205354805556,-20.8945291083333,1.62600637222222,-21.7075322944444,1.09861228866811
"45","Avahi ramanantsoavanai",0,-0.109814866007207,0.0188217542405877,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6.88755257166462,2.49386639115947,363.977,8816.58,NA,770.577,NA,900.517,140.992,1.044,1.046,367.27,NA,149.932,NA,3038.506,0.0468835858988505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.28142027586364,NA,NA,NA,NA,0,2.10634445441663,42.4732571919759,5.31092116713395,2.7649371623918,3.86198036267472,204,308,86,175.5,1681.625,5.98393628068719,2.83321334405622,272.3125,-24.2477332194444,-22.772521825,1.47521139444445,-23.5101275222222,0.693147180559945
"46","Avahi unicolor",0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.72142570079064,2.49987736071782,360.502,8566.284,NA,738.025,NA,873.957,140.228,1.061,1.037,363.944,NA,141.295,NA,2988.38,-0.0439518875291828,NA,NA,NA,0,0,0,0,0,0,0,100,1,1600,0,1600,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.28255813659625,NA,NA,NA,NA,0.693147180559945,3.41046216028995,27.7409973144531,3.01956965618637,2.8195295583536,2.89733179388371,257,313,181,126.5,1924.5,6.16751649088834,2.77258872223978,460.5,-14.4936791305556,-13.6484335972222,0.845245533333333,-14.0710563638889,0.693147180559945
"47","Brachyteles arachnoides",0,2.2628042229822,2.08815348228186,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.2909895111176,4.64803808621527,604.095,5283.375,2876.24,2807.74,NA,2737.5,228.967,1.01,0.495,1027.986,NA,698.402,NA,7300,1.36914820228492,3.07961375753469,0.0392207131532813,2.97552956623647,0,0,0,0,20,10,20,50,3,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,-0.657520002916794,-0.608081212447258,NA,NA,-9.25176879796432,5.0998664278242,2.70531526152809,150.256048532838,8.62339878934456,1.24225197204306,5.75180059533858,191.732240437158,313,40,176.928961748634,1631.20218579235,5.87773578177964,2.77258872223978,202.382513661202,-25.1534951583333,-22.0602139694444,3.09328118888889,-23.6068545638889,1.79175946922805
"48","Brachyteles hypoxanthus",0,2.26176309847379,2.12823170584927,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.2909895111176,4.92879597347978,604.095,5283.375,2807.74,2807.74,NA,3036.707,228.967,1.01,0.495,1027.986,NA,698.402,NA,7300,1.36914820228492,1.28315360220038,NA,NA,0,0,0,0,20,10,0,70,2,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,-0.553791393436288,-0.6321852087754,NA,NA,NA,3.89182029811063,2.44457338410829,148.89996494659,6.5341211049581,2.19511908662254,4.1760998714522,211.58904109589,326,73,180.561643835616,1268.01369863014,5.70711026474888,2.39789527279837,211.458904109589,-21.9639829638889,-16.1315903694444,5.83239259444444,-19.0477866666667,1.09861228866811
"49","Cacajao calvus",1,1.23837423104327,1.05779029414785,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,8.13769987739682,4.30811095172371,555.275,13781.792,1262.74,1204,NA,1306.7,182,1,0.5,775.279,NA,639,NA,3650,0.734768855250765,2.91245935436017,NA,3.16547504814109,10,0,0,10,70,0,0,10,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.35584342565899,-2.3900643375612,NA,NA,NA,3.61091791264422,0.26675815185484,193.086405992903,4.23884923739927,0.0562512622905949,1.21909069097011,259.935323383085,339,161,129.709784411277,2255.33665008292,5.94542060860658,3.63758615972639,179.089552238806,-11.9668711805556,-1.80507540833333,10.1617957722222,-6.88597329444444,1.79175946922805
"50","Cacajao melanocephalus",0,1.15057202759882,0.99694863489161,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.04609456287754,4.24263524863424,485,7467.292,NA,NA,NA,NA,NA,1,NA,NA,NA,639,NA,NA,0.684106435907796,2.41769790009455,NA,3.40119738166216,10,0,0,10,70,0,0,10,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,3.52636052461616,-0.904248053690661,166.59333037188,6.80296609259768,0,0.76720213755917,263.203592814371,350,195,111.178892215569,2988.45958083832,6.25190388316589,3.36729582998647,222.532934131737,-3.99457880277778,4.11065125277778,8.10523005555556,0.0580362249999995,1.94591014905531
"51","Callibella humilis",0,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5.12098335126512,1.81645208181843,236.553,6903.194,NA,526.375,NA,618.504,141.378,1.992,1.972,187.398,NA,102.683,NA,2206.062,-0.923818998294947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.41243582296046,NA,NA,NA,NA,2.07944154167984,-1.59903196979559,162.622612635295,2.78357079285418,0.0464023357649231,-0.0714930407723423,264.111111111111,336,178,131.111111111111,2537.58333333333,5.96614673912369,2.89037175789616,308.291666666667,-8.41029226388889,-5.15530330277778,3.25498896111111,-6.78279778333333,0.693147180559945
"52","Callicebus barbarabrownae",0,NA,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.23763440013371,2.97868783894473,362.49,3674.333,NA,959.467,NA,951.381,152.653,1.01,1.19,331.453,NA,154.182,NA,2887.759,0.239803992207317,NA,NA,NA,20,0,0,0,50,0,0,30,3,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.35121228534672,NA,NA,NA,NA,2.39789527279837,2.16942299170507,124.845081890331,5.01714300361004,1.08602673816746,3.04108640060024,224.887254901961,327,108,149.916666666667,665.642156862745,5.03043792139244,0,88.4411764705882,-14.0918898805556,-9.69899408055555,4.3928958,-11.8954419805556,1.38629436111989
"53","Callicebus coimbrai",0,NA,0.152721087017664,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.23763440013371,2.98355847262228,362.49,3674.333,NA,954.955,NA,950.325,152.488,1.01,1.188,330.92,NA,154.349,NA,2892.801,0.239803992207317,NA,NA,NA,20,0,0,0,50,0,0,30,3,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.35232286722271,NA,NA,NA,NA,3.04452243772342,2.7570729393441,125.956599573935,6.50046104543023,2.35299256100254,4.4618126804891,242.30303030303,324,154,127.681818181818,1120.01515151515,5.75574221358691,2.19722457733622,140.439393939394,-12.8458471694444,-9.52835765833333,3.31748951111111,-11.1871024138889,1.6094379124341
"54","Callicebus melanochir",0,NA,0.336472236621213,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7.23763440013371,3.03504913593094,362.49,3674.333,NA,1029.002,NA,1014,153.504,1.01,1.188,340.811,NA,156.153,NA,2920,0.239803992207317,2.70250150217179,NA,NA,20,0,0,0,50,0,0,30,3,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.28746871442467,NA,NA,NA,NA,1.6094379124341,2.55596781444489,134.352261679513,6.42940165094976,1.13984527049885,3.97873279708423,231.695945945946,311,122,117.641891891892,1239.08108108108,5.65599181081985,1.6094379124341,82.8986486486486,-18.6197075027778,-12.5700510916667,6.04965641111111,-15.5948792972222,1.6094379124341
"55","Callicebus nigrifrons",0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,7.23763440013371,3.0253881584615,362.49,3674.333,NA,996.349,NA,998.369,153.114,1.01,1.206,332.612,NA,157.201,NA,2920,0.239803992207317,3.08799235197929,NA,NA,20,0,0,0,50,0,0,30,3,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.30300395112217,NA,NA,NA,NA,3.76120011569356,2.53969630979079,145.07917551878,8.73003613882008,0.281298160437639,5.07577453792128,203.025718608169,324,35,180.688350983359,1486.06959152799,5.96357934361845,0.693147180559945,245.983358547655,-25.1971463361111,-17.4490622805556,7.74808405555556,-21.3231043083333,1.94591014905531
"56","Callicebus personatus",0,0.2390169004705,0.322083499169113,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7.23763440013371,3.02553376479078,362.49,3674.333,NA,1021.87,NA,1004.866,152.832,1.01,1.19,335.293,NA,156.311,NA,2920,0.239803992207317,1.82744831163656,-3.50655789731998,0.854415328156068,20,0,0,0,50,0,0,30,3,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.29651742030563,NA,NA,NA,-10.7441922974537,3.13549421592915,2.33539920203364,143.317294973545,6.5341211049581,1.88661306715823,3.81134631674883,218.461538461538,330,73,174.682051282051,1159.91282051282,5.82894561761021,1.6094379124341,190.671794871795,-21.3955255805556,-16.1315903694444,5.26393521111111,-18.763557975,1.6094379124341
"57","Callimico goeldii",0,-0.695149183230618,-0.75928698306449,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,6.3216671707156,2.4423470353692,257,8103,413.84,389.42,395,491.83,153.495,1,1.2,180.626,3.88382927105736,71.765,5.37063802812766,2190,-0.263965545834465,0.896088024556636,-1.13943428318836,1.92424865227413,40,0,0,10,50,0,0,0,2,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.4482616745526,-2.80185651413241,-2.97451021676547,1.4868087570703,0.104819407008086,-7.46110145390396,5.29831736654804,0.341621134127038,188.454471399375,5.83737298062545,0.00428595523573212,1.64424810425231,256.49079401611,339,58,130.720368239356,2382.78768699655,6.24997524225948,2.83321334405622,183.894706559264,-12.5789797416667,1.38046849722222,13.9594482388889,-5.59925562222222,2.30258509299405
"58","Callithrix aurita",0,-0.791863153499103,-0.841647188878389,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5.60839062485031,2.07090521065755,269.995,8318.958,429.5,477,382,621,144,2.24,2,164.287,3.30027146307219,62,4.57264699428253,2180.9,-0.655851395816248,2.93210000830914,-2.52572864430826,1.79175946922805,20,0,0,10,30,40,0,0,3,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.055494100295,-2.59496120365393,-2.9636705441631,1.27237553121034,0.445527584752755,-8.13411926915856,3.36729582998647,2.71753823597436,152.137563293045,8.73003613882008,2.33661395526554,5.62549936647956,194.564356435644,321,35,178.844884488449,1518.61386138614,5.87773578177964,2.39789527279837,231.554455445545,-24.4967433472222,-19.4808261916667,5.01591715555556,-21.9887847694444,1.79175946922805
"59","Callithrix flaviceps",0,-0.843970070294529,-0.843970070294529,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5.67060479885019,2.09457642926411,269.995,8318.958,429.5,477,382,621,144,2.12,2,164.287,3.30027146307219,62,4.57264699428253,2192.969,-0.621757184473272,2.5757371136615,-1.51412773262978,2.28238238567653,20,0,0,10,30,40,0,0,3,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.7009587020649,-2.59496120365393,-2.9636705441631,1.27237553121034,0.396226181041315,-7.18473253147996,3.29583686600433,2.29014126343346,150.030733610454,5.57463077681662,2.43372850912649,3.78239423705837,209.894736842105,326,79,179.868421052632,1257.89473684211,5.48479693349065,2.83321334405622,191.131578947368,-20.9381802861111,-18.8379633916667,2.10021689444445,-19.8880718388889,0.693147180559945
"60","Callithrix geoffroyi",0,-1.23787435600162,-1.66073120682165,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5.70246494042236,2.12894573658293,300,8318.958,429.5,477,382,621,144,2.24,2,164.287,3.30027146307219,62,4.57264699428253,2190.007,-0.605136303237232,2.64822942278367,NA,NA,20,0,0,10,30,40,0,0,3,1274,6.21660610108486,774,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.0473820058997,-2.59496120365393,-2.9636705441631,1.27237553121034,0.405525942490946,NA,4.4188406077966,2.03335364230871,139.261862936984,4.50562978079515,1.54289629798369,2.96225125706842,215.932584269663,324,102,175.561797752809,1071.23595505618,5.75257263882563,1.38629436111989,196.505617977528,-19.9818226638889,-15.9272234916667,4.05459917222222,-17.9545230777778,1.38629436111989
